hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,city
City Hotel - Lucknow,1,28,2024,September,36,2,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,14:21.2,Lucknow
City Hotel - Bhopal,1,28,2024,August,32,9,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,41:40.1,Bhopal
City Hotel - Delhi,1,28,2024,October,42,15,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,12:11.8,Delhi
City Hotel - Hyderabad,1,28,2024,December,52,25,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,27:58.0,Hyderabad
City Hotel - Chennai,1,28,2024,January,2,9,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,43:52.5,Chennai
City Hotel - Goa,1,28,2024,August,32,9,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,14:53.5,Goa
City Hotel - Ahmedabad,1,28,2024,August,32,10,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,07:40.4,Ahmedabad
City Hotel - Bhopal,1,28,2024,January,3,17,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,36:11.5,Bhopal
City Hotel - Indore,1,28,2024,August,31,4,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,58:03.7,Indore
City Hotel - Goa,1,28,2024,January,2,14,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,58:56.1,Goa
City Hotel - Jaipur,1,28,2024,October,41,11,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,40:36.8,Jaipur
City Hotel - Hyderabad,1,28,2024,September,36,5,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,58:38.7,Hyderabad
City Hotel - Pune,1,72,2024,March,10,8,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,02:12.4,Pune
City Hotel - Chandigarh,1,28,2024,June,26,28,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,35:31.2,Chandigarh
City Hotel - Kochi,1,28,2024,November,45,4,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,40:50.9,Kochi
City Hotel - Goa,1,28,2024,June,22,2,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,50:56.8,Goa
City Hotel - Indore,1,28,2024,August,33,16,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,31:37.6,Indore
City Hotel - Pune,1,28,2024,September,39,23,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,14:54.5,Pune
City Hotel - Jaipur,1,28,2024,April,16,17,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,31:41.2,Jaipur
City Hotel - Lucknow,1,28,2024,September,37,10,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,48:03.8,Lucknow
City Hotel - Lucknow,1,28,2024,March,10,7,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,21:35.2,Lucknow
City Hotel - Lucknow,1,28,2024,September,39,24,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,40:54.8,Lucknow
City Hotel - Ahmedabad,1,28,2024,March,9,3,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,46:52.4,Ahmedabad
City Hotel - Chandigarh,1,28,2024,March,12,23,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,24:19.7,Chandigarh
City Hotel - Bangalore,1,28,2024,January,4,28,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,12:34.4,Bangalore
City Hotel - Jaipur,1,28,2024,May,21,26,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,50:11.3,Jaipur
City Hotel - Bangalore,1,28,2024,November,48,29,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,06:10.6,Bangalore
City Hotel - Lucknow,1,28,2024,October,42,20,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,40:57.8,Lucknow
City Hotel - Hyderabad,1,28,2024,June,24,15,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,52:39.0,Hyderabad
City Hotel - Kolkata,1,28,2024,February,8,25,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,35:40.5,Kolkata
City Hotel - Bhopal,1,28,2024,April,14,3,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,56:18.5,Bhopal
City Hotel - Chandigarh,1,53,2024,May,20,17,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,106.2,0,0,Canceled,02:24.6,Chandigarh
City Hotel - Lucknow,1,79,2024,August,34,23,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,97.2,0,1,Canceled,37:41.9,Lucknow
City Hotel - Kolkata,1,28,2024,April,14,5,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,23:02.3,Kolkata
City Hotel - Kochi,1,28,2024,July,28,10,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,36:38.1,Kochi
City Hotel - Chennai,1,289,2024,August,34,19,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,81.9,0,0,Canceled,22:21.9,Chennai
City Hotel - Pune,1,289,2024,June,25,23,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,81.9,0,0,Canceled,49:38.6,Pune
City Hotel - Bhopal,1,28,2024,December,50,9,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,25:29.8,Bhopal
City Hotel - Kochi,1,28,2024,August,35,27,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,27:45.1,Kochi
City Hotel - Bangalore,1,28,2024,December,49,6,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,23:27.6,Bangalore
City Hotel - Bangalore,1,28,2024,August,35,30,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,44:37.8,Bangalore
City Hotel - Indore,1,28,2024,November,47,19,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,05:00.9,Indore
City Hotel - Bhopal,1,28,2024,June,25,19,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,57:57.3,Bhopal
City Hotel - Bhopal,1,28,2024,June,23,8,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,56:47.5,Bhopal
City Hotel - Kochi,1,28,2024,May,20,16,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,16:31.6,Kochi
City Hotel - Kochi,1,28,2024,November,46,11,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,43:30.9,Kochi
City Hotel - Jaipur,1,28,2024,February,7,15,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,06:41.3,Jaipur
City Hotel - Pune,1,28,2024,January,1,4,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,33:21.2,Pune
City Hotel - Hyderabad,1,28,2024,July,29,18,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,07:48.1,Hyderabad
City Hotel - Lucknow,1,28,2024,June,23,3,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,27:23.4,Lucknow
City Hotel - Lucknow,1,28,2024,September,37,11,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,47:52.7,Lucknow
City Hotel - Goa,1,28,2024,April,16,21,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,58:22.1,Goa
City Hotel - Jaipur,1,28,2024,March,12,23,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,43:12.6,Jaipur
City Hotel - Chandigarh,1,28,2024,February,7,16,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,16:04.9,Chandigarh
City Hotel - Kolkata,1,28,2024,January,1,6,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,20:41.2,Kolkata
City Hotel - Indore,1,28,2024,November,47,23,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,56:33.9,Indore
City Hotel - Goa,1,28,2024,November,47,20,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,14:54.4,Goa
City Hotel - Goa,1,28,2024,December,49,2,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,54:08.8,Goa
City Hotel - Chennai,1,28,2024,December,49,4,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,52:33.2,Chennai
City Hotel - Kochi,1,28,2024,April,15,13,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,26:17.5,Kochi
City Hotel - Chandigarh,1,91,2024,May,22,28,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,90,0,1,Canceled,57:24.0,Chandigarh
City Hotel - Mumbai,1,14,2024,April,17,27,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,Transient,79.2,0,1,Canceled,12:14.7,Mumbai
City Hotel - Bangalore,1,28,2024,April,17,25,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,30:48.7,Bangalore
City Hotel - Mumbai,1,28,2024,December,52,27,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,13:26.4,Mumbai
City Hotel - Kochi,1,28,2024,December,50,14,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,55:53.8,Kochi
City Hotel - Kolkata,1,28,2024,May,18,2,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,35:14.9,Kolkata
City Hotel - Chennai,1,28,2024,June,26,25,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,00:45.5,Chennai
City Hotel - Lucknow,1,28,2024,April,14,6,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,07:47.2,Lucknow
City Hotel - Kolkata,1,28,2024,April,15,10,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,17:43.2,Kolkata
City Hotel - Pune,1,28,2024,July,27,3,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,23:23.6,Pune
City Hotel - Indore,1,145,2024,April,15,14,0,3,2,1,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,109.8,0,2,Canceled,55:33.9,Indore
City Hotel - Bhopal,1,285,2024,March,11,12,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,81.9,0,0,Canceled,04:49.9,Bhopal
City Hotel - Mumbai,1,289,2024,April,15,13,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,Transient,81.9,0,0,Canceled,27:55.6,Mumbai
City Hotel - Chennai,1,203,2024,August,33,17,0,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,Transient,60.98,0,1,Canceled,46:03.5,Chennai
City Hotel - Hyderabad,1,28,2024,March,12,24,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,51:28.1,Hyderabad
City Hotel - Bhopal,1,28,2024,March,13,26,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,39:04.5,Bhopal
City Hotel - Chandigarh,1,28,2024,November,45,6,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,41:31.5,Chandigarh
City Hotel - Chandigarh,1,28,2024,April,15,10,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,24:07.1,Chandigarh
City Hotel - Kochi,1,28,2024,September,36,5,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,52:36.5,Kochi
City Hotel - Chennai,1,28,2024,January,1,3,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,01:02.4,Chennai
City Hotel - Indore,1,28,2024,September,36,8,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,29:08.4,Indore
City Hotel - Ahmedabad,1,28,2024,June,23,3,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,01:36.7,Ahmedabad
City Hotel - Mumbai,1,285,2024,June,23,8,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,81.9,0,0,Canceled,09:30.0,Mumbai
City Hotel - Chennai,1,17,2024,May,20,14,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,88,0,0,Canceled,11:18.6,Chennai
City Hotel - Pune,1,28,2024,January,3,17,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,Transient,95,0,0,Canceled,57:34.1,Pune
City Hotel - Kolkata,1,35,2024,July,27,1,0,3,2,2,0,BB,SWE,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,Transient,198,0,0,Canceled,05:28.1,Kolkata
City Hotel - Bhopal,1,27,2024,May,20,15,0,3,1,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,88,0,0,Canceled,49:31.4,Bhopal
City Hotel - Kolkata,1,58,2024,May,22,31,1,3,3,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,Transient,117.3,0,2,Canceled,49:46.3,Kolkata
City Hotel - Kochi,1,55,2024,December,51,16,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,100.3,0,0,Canceled,20:05.0,Kochi
City Hotel - Goa,1,65,2024,August,35,29,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,100.3,0,2,Canceled,35:06.0,Goa
City Hotel - Delhi,1,25,2024,April,15,10,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,91.8,0,0,Canceled,52:26.4,Delhi
City Hotel - Pune,1,16,2024,December,50,13,2,3,2,0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,91.8,0,0,Canceled,49:38.1,Pune
City Hotel - Mumbai,1,348,2024,February,7,13,2,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,77.35,0,1,Canceled,35:25.3,Mumbai
City Hotel - Pune,1,37,2024,September,37,14,2,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,100.3,0,0,Canceled,59:51.3,Pune
City Hotel - Pune,1,177,2024,June,24,16,2,3,2,1,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,103.7,0,1,Canceled,49:06.5,Pune
City Hotel - Delhi,1,8,2024,September,36,5,2,6,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,Transient,255,0,0,Canceled,14:53.6,Delhi
City Hotel - Jaipur,1,86,2024,March,11,14,0,2,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,Transient,51.35,0,1,Canceled,55:12.4,Jaipur
City Hotel - Hyderabad,1,67,2024,August,33,16,0,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,151.2,0,1,Canceled,58:02.5,Hyderabad
City Hotel - Jaipur,1,14,2024,October,41,8,0,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,88,0,0,Canceled,58:19.1,Jaipur
City Hotel - Hyderabad,1,25,2024,March,10,5,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,118,0,0,Canceled,03:39.7,Hyderabad
City Hotel - Delhi,1,16,2024,June,25,22,0,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,Transient,188,0,0,Canceled,59:59.5,Delhi
City Hotel - Hyderabad,1,100,2024,March,12,20,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,79.2,0,0,Canceled,45:42.7,Hyderabad
City Hotel - Goa,1,16,2024,December,50,14,0,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,128,0,1,Canceled,52:29.6,Goa
City Hotel - Indore,1,10,2024,November,46,14,0,2,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,Transient,198,0,0,Canceled,32:50.6,Indore
City Hotel - Jaipur,1,51,2024,January,2,12,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,97.2,0,0,Canceled,38:36.2,Jaipur
City Hotel - Lucknow,1,28,2024,April,17,27,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,88,0,1,Canceled,40:17.6,Lucknow
City Hotel - Ahmedabad,1,75,2024,February,6,7,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,97.2,0,1,Canceled,09:50.0,Ahmedabad
City Hotel - Jaipur,1,31,2024,January,5,30,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,118,0,0,Canceled,47:20.1,Jaipur
City Hotel - Chennai,1,98,2024,April,14,1,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,97.2,0,0,Canceled,55:29.7,Chennai
City Hotel - Ahmedabad,1,10,2024,September,37,12,0,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,Transient,188,0,0,Canceled,12:53.1,Ahmedabad
City Hotel - Pune,1,14,2024,October,44,28,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,88,0,0,Canceled,08:21.8,Pune
City Hotel - Kochi,1,141,2024,November,47,24,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,102.6,0,2,Canceled,47:37.4,Kochi
City Hotel - Delhi,1,243,2024,December,51,22,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,79.2,0,0,Canceled,11:51.6,Delhi
City Hotel - Chandigarh,1,46,2024,January,4,28,1,2,3,0,0,BB,URY,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,142.2,0,1,Canceled,15:42.3,Chandigarh
City Hotel - Goa,1,9,2024,April,17,22,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,88,0,0,Canceled,38:04.7,Goa
City Hotel - Chennai,1,243,2024,February,6,11,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,79.2,0,0,Canceled,47:48.9,Chennai
City Hotel - Chandigarh,1,127,2024,September,39,25,1,2,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,93.6,0,2,Canceled,45:40.7,Chandigarh
City Hotel - Lucknow,1,71,2024,September,36,8,1,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,106.2,0,0,Canceled,42:04.5,Lucknow
City Hotel - Bangalore,1,243,2024,December,49,3,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,79.2,0,0,Canceled,50:49.8,Bangalore
City Hotel - Ahmedabad,1,6,2024,August,34,23,2,2,1,0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,91.8,0,0,No-Show,37:11.9,Ahmedabad
City Hotel - Hyderabad,1,29,2024,September,36,6,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,100.3,0,0,Canceled,40:53.9,Hyderabad
City Hotel - Kochi,1,33,2024,May,21,21,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,Transient,77.23,0,0,Canceled,44:47.6,Kochi
City Hotel - Ahmedabad,1,27,2024,September,36,5,2,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,91.8,0,0,Canceled,50:58.5,Ahmedabad
City Hotel - Indore,1,25,2024,July,29,16,2,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,74.8,0,1,Canceled,54:33.2,Indore
City Hotel - Goa,1,75,2024,September,39,27,2,3,4,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,Transient,202.51,0,0,Canceled,07:30.3,Goa
City Hotel - Mumbai,1,25,2024,June,24,16,2,5,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,134.3,0,0,Canceled,02:48.9,Mumbai
City Hotel - Bhopal,1,79,2024,August,32,9,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,8,Transient,100.3,0,1,Canceled,35:16.2,Bhopal
City Hotel - Hyderabad,1,89,2024,December,50,13,2,6,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,Transient,74.8,0,0,No-Show,16:11.2,Hyderabad
City Hotel - Goa,1,55,2024,January,4,24,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,Transient,77.23,0,0,Canceled,32:03.0,Goa
City Hotel - Hyderabad,1,65,2024,May,20,19,3,7,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,100.3,0,0,Canceled,03:59.8,Hyderabad
City Hotel - Pune,1,9,2024,August,34,22,0,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,108,0,0,Canceled,32:12.5,Pune
City Hotel - Chennai,1,16,2024,January,2,9,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,108,0,0,Canceled,27:32.2,Chennai
City Hotel - Indore,1,178,2024,January,3,20,1,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,Transient,79.2,0,1,Canceled,32:41.5,Indore
City Hotel - Chennai,1,47,2024,May,18,5,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,Transient,75,0,0,Canceled,15:46.4,Chennai
City Hotel - Delhi,1,43,2024,December,49,6,1,1,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,88,0,2,Canceled,41:04.1,Delhi
City Hotel - Jaipur,1,144,2024,March,12,19,1,1,2,2,0,BB,BRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,Transient,174,0,0,Canceled,56:55.4,Jaipur
City Hotel - Bangalore,1,96,2024,September,38,19,1,1,1,0,0,BB,HKG,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,Transient,95,0,0,Canceled,18:27.4,Bangalore
City Hotel - Pune,1,45,2024,February,7,18,1,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,79.2,0,0,Canceled,16:23.8,Pune
City Hotel - Indore,1,39,2024,May,20,13,1,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,118,0,0,Canceled,42:18.7,Indore
